id,name,point
20271,Carrefour express,POINT(3.725409816261749 51.04122542658614)
20284,Louis Delhaize,POINT(4.166480705566387 51.173478575282886)
20286,Proxy Delhaize,POINT(4.541615759738251 51.3586148748218)
20293,Spar,POINT(4.733448072999016 51.30222737749018)
20330,Carrefour express,POINT(4.349967352761288 51.05336998275149)
20332,Louis Delhaize,POINT(4.285033235905162 50.80359112167847)
20365,Proxy Delhaize,POINT(4.299484999999987 50.908432099995196)
20382,Louis Delhaize,POINT(4.046049479206539 50.94764465109546)
20452,Spar,POINT(4.972353189566632 51.241717703150655)
20471,Louis Delhaize,POINT(4.405079615326892 51.230556370388726)
20482,Proxy Delhaize,POINT(4.364527189566614 50.79393462502813)
20483,Spar,POINT(2.8872677000000158 50.84846209999522)
20490,Carrefour express,POINT(3.638513635581959 51.01896067270446)
20513,Spar,POINT(4.616425209244719 50.74916920604714)
20516,Proxy Delhaize,POINT(5.4515370248679 50.9244966592165)
20531,Proxy Delhaize,POINT(5.584045918402691 51.04331809170559)
20603,Carrefour express,POINT(3.286081352761272 50.8515996591248)
20612,Proxy Delhaize,POINT(4.403975199999981 50.83201339996157)
20643,Carrefour express,POINT(4.398753996941558 50.72536882838081)
20644,Louis Delhaize,POINT(3.804978174851419 50.94536659610463)
20650,Carrefour express,POINT(4.424787748899117 51.197649129930355)
20661,Carrefour express,POINT(4.3071059736280315 50.90895007383779)
20682,Carrefour express,POINT(3.607056215361615 50.835630000000016)
20685,Proxy Delhaize,POINT(5.789943701036195 50.28408468308637)
20686,Carrefour express,POINT(3.2261856880373774 51.20230583062888)
20706,Spar,POINT(5.263622236193677 50.74102708187492)
20721,Carrefour express,POINT(4.433312938657772 51.24937968755235)
20761,Carrefour express,POINT(4.434330303075802 51.208787392776706)
20807,Spar,POINT(4.039023781003008 50.721735771981145)
20808,Spar,POINT(5.521811180391296 50.93434730964382)
20815,Louis Delhaize,POINT(4.207152714120852 50.86711892798914)
20842,Proxy Delhaize,POINT(4.963004999999994 50.94109829999519)
20850,Proxy Delhaize,POINT(5.412968 50.51875279999518)
20868,Carrefour express,POINT(4.274355218996999 50.88454989448695)
20888,Spar,POINT(5.2640909 50.9501067999952)
20889,Proxy Delhaize,POINT(4.348337417161958 50.83697387712854)
20905,Proxy Delhaize,POINT(5.965367925081005 50.55883893544587)
20968,Proxy Delhaize,POINT(4.440359480986009 51.199979555302264)
20981,Proxy Delhaize,POINT(4.9421239006290385 49.980363028435946)
20999,Louis Delhaize,POINT(4.408883002905535 51.213191644640844)
21002,Proxy Delhaize,POINT(4.382953241733558 50.87441285753521)
21016,Spar,POINT(5.60401285677607 50.8834066742463)
21022,Proxy Delhaize,POINT(6.096622813831116 50.41596645825661)
21025,Proxy Delhaize,POINT(3.2324318999999946 51.229244399998805)
21031,Proxy Delhaize,POINT(5.51273785706043 50.05109223526625)
21052,Carrefour express,POINT(4.33304019875925 50.87886102155012)
21067,Proxy Delhaize,POINT(4.335835812914861 50.77237463911289)
21107,Proxy Delhaize,POINT(4.0159014546136795 50.87647899609467)
21124,Carrefour express,POINT(5.592946201223357 50.62183875608655)
21135,Carrefour express,POINT(3.228672679150586 51.2148659877554)
21136,Carrefour express,POINT(4.507438962259771 50.8262052835595)
21141,Spar,POINT(5.720839314732538 50.942516350896106)
21145,Proxy Delhaize,POINT(4.419400221478451 50.7933942592714)
21160,Carrefour express,POINT(4.428307864400685 51.217777060781614)
21180,Spar,POINT(4.59786966071674 51.2140772538397)
21189,Proxy Delhaize,POINT(5.632251778521558 50.64173507777438)
21227,Proxy Delhaize,POINT(4.334756396329866 50.4349920792532)
21234,Proxy Delhaize,POINT(4.5452786760921615 50.71259911117751)
21240,Proxy Delhaize,POINT(2.655899055802333 50.890367790905444)
21244,Proxy Delhaize,POINT(3.4581690319118596 50.932205786096)
21303,Proxy Delhaize,POINT(3.30399277278479 50.7296728534387)
21304,Proxy Delhaize,POINT(4.435988941716196 50.70616272591524)
21305,Carrefour express,POINT(4.465375995614038 50.86180969036809)
21312,Carrefour express,POINT(4.311143857637387 50.86482488013949)
21339,Spar,POINT(3.874051489583956 50.981603120619546)
21345,Proxy Delhaize,POINT(4.289111198164957 50.862905922031224)
21347,Spar,POINT(5.434048175811768 50.930981453266774)
21352,Spar,POINT(2.897482767594335 50.76433704056976)
21368,Proxy Delhaize,POINT(4.620219372241103 50.47026740776146)
21372,Carrefour express,POINT(4.711719259218712 50.87600296292897)
21406,Proxy Delhaize,POINT(5.480516469380952 50.43839627353004)
21429,Proxy Delhaize,POINT(5.319822973628039 50.49299192263216)
21460,Proxy Delhaize,POINT(5.8517947064639975 50.5884337760523)
21476,Proxy Delhaize,POINT(5.663401237740242 50.50519977196419)
21494,Carrefour express,POINT(4.505311787119859 50.72657988338699)
21500,Proxy Delhaize,POINT(5.242203461856012 50.394552117467704)
21502,Spar,POINT(3.1174322999999937 50.92007079969278)
21517,Proxy Delhaize,POINT(4.37901465531735 50.7570513052507)
21543,Carrefour express,POINT(3.69364780426455 50.9556765356463)
21582,Proxy Delhaize,POINT(5.96316857367433 50.7088727059613)
21590,Carrefour express,POINT(4.295762746932894 51.028377097382716)
21591,Carrefour express,POINT(4.31744306850771 50.8745077324494)
21594,Spar,POINT(5.42578407707269 50.9815299074459)
21609,Proxy Delhaize,POINT(5.86904017529124 50.6051814606356)
21639,Proxy Delhaize,POINT(5.48972950047238 50.5372954306012)
21644,Carrefour express,POINT(4.3956345775741 50.8508649989958)
21646,Spar,POINT(5.480868685267448 50.85903119629076)
21661,Proxy Delhaize,POINT(4.9947737501078215 50.521204033299085)
21662,Proxy Delhaize,POINT(3.2584282833803213 50.68572615459237)
21667,Proxy Delhaize,POINT(4.13404285359718 50.312546819772656)
21696,Proxy Delhaize,POINT(4.678100667493812 50.742990632380135)
21698,Carrefour express,POINT(4.373256591724859 50.80148130874392)
21706,Carrefour express,POINT(4.478154328870763 50.680160205907)
21745,Carrefour express,POINT(5.419655530671115 50.9067735154366)
21757,Proxy Delhaize,POINT(3.747577332506169 50.733231163316724)
21758,Carrefour express,POINT(4.37426476655994 50.833281241472)
21771,Proxy Delhaize,POINT(4.423364778521548 51.201328722536154)
21811,Carrefour express,POINT(4.418256100000013 50.83689519999522)
21812,Carrefour express,POINT(4.35666180220549 50.8140973631112)
21817,Proxy Delhaize,POINT(4.610060880373967 50.582514463922394)
21820,Carrefour express,POINT(4.367373314732559 50.82337268087439)
21899,Proxy Delhaize,POINT(4.8115215591554 50.3906304762171)
21901,Carrefour express,POINT(4.100870299999988 51.028527999980795)
21939,Carrefour express,POINT(4.379402119626028 50.82967247079084)
21942,Proxy Delhaize,POINT(5.4013208113587 50.6567148480848)
21945,Carrefour express,POINT(2.912808335564616 51.21935468091061)
21953,Proxy Delhaize,POINT(3.9251140030410614 50.65053962108939)
21977,Carrefour express,POINT(4.060402094408029 51.00579355709462)
22034,Spar,POINT(2.992461358878118 50.83416145900746)
22043,Carrefour express,POINT(5.240033244791995 50.51683852743287)
22059,Louis Delhaize,POINT(4.25332602334 50.6353388222198)
22098,Carrefour express,POINT(4.240688239252108 50.72934515951413)
22100,Louis Delhaize,POINT(4.345357609210012 50.601414363358984)
22157,Carrefour express,POINT(4.2981945000000055 51.14672389999879)
22215,Spar,POINT(4.873628724706914 50.46474497051356)
22241,Carrefour express,POINT(5.210412153552552 51.220912028244456)
22242,Carrefour express,POINT(4.704128299999986 50.87052679969267)
22245,Spar,POINT(5.225109297006347 50.48691657533948)
22274,Spar,POINT(4.92664539999998 51.04529209969306)
22280,Carrefour express,POINT(3.7071806000000196 51.07158979969313)
22313,Louis Delhaize,POINT(5.270755241475311 50.56794520719137)
22317,Carrefour express,POINT(4.434568425355545 50.92801129831587)
22319,Carrefour express,POINT(4.430897500000004 51.2306755996935)
22321,Proxy Delhaize,POINT(5.830149429194623 50.621556694720724)
22322,Carrefour express,POINT(4.8636590000000135 51.35918699969379)
22332,Proxy Delhaize,POINT(4.877718140173702 50.309728780366186)
22344,Carrefour express,POINT(4.390089045612704 51.15290658340953)
22349,Spar,POINT(4.1325511751399 50.664064752832964)
22356,Proxy Delhaize,POINT(4.385915399999991 51.22290959969345)
22370,Carrefour express,POINT(4.446925999999989 51.255349499693565)
22372,Carrefour express,POINT(4.586971100000001 51.00291799998081)
22376,Carrefour express,POINT(4.377405300000019 50.84524189969259)
22395,Carrefour express,POINT(4.44432331663704 50.89122770697007)
22430,Carrefour express,POINT(3.1655276 50.77045449998079)
22443,Spar,POINT(4.959304962105564 50.457360241966754)
22478,Proxy Delhaize,POINT(4.418343424239632 50.81828371920149)
22489,Louis Delhaize,POINT(4.401502201751359 50.87685559811541)
22515,Carrefour express,POINT(4.3430843999999835 50.88438609999879)
22518,Carrefour express,POINT(4.338990999999983 50.81323089508052)
22532,Proxy Delhaize,POINT(4.3605445445006445 50.63892459610231)
22535,Carrefour express,POINT(4.333952799999987 50.87490539969269)
22536,Carrefour express,POINT(5.837537678575926 49.562751097421284)
22542,Louis Delhaize,POINT(4.1592465 50.706377199995174)
22547,Carrefour express,POINT(4.405178949077568 50.8272239854957)
22554,Carrefour express,POINT(4.427474552079472 50.816564797398826)
22564,Carrefour express,POINT(5.572056199999986 50.64129119969216)
22578,Carrefour express,POINT(4.370381189278114 50.81928777814)
22579,Carrefour express,POINT(4.305181503295898 50.84008027144368)
22611,Louis Delhaize,POINT(4.3964903999999905 50.797387399692504)
22629,Carrefour express,POINT(4.872889600000008 50.37728769969161)
22635,Louis Delhaize,POINT(4.323103895089155 50.87260539090069)
22643,Carrefour express,POINT(4.377500568015216 50.78502982098458)
22652,Louis Delhaize,POINT(4.360978542935268 50.51260417517206)
22663,Carrefour express,POINT(4.379729562582977 50.81825452713893)
22665,Carrefour express,POINT(4.328491700000012 50.86940929969266)
22701,Louis Delhaize,POINT(4.58142031004343 50.7123663134216)
22702,Louis Delhaize,POINT(4.354887475445759 50.82581563728159)
22741,Carrefour express,POINT(4.343685492642404 50.82557175307317)
22757,Spar,POINT(5.3641482595072 50.55792229599846)
22761,Carrefour express,POINT(4.333627281597314 50.8855516588506)
22777,Carrefour express,POINT(4.4686362312481 50.70308771077166)
22797,Carrefour express,POINT(4.358367376074774 50.82361819318803)
203143,Spar,POINT(3.2243175767715 51.2734698206548)
203173,Carrefour express,POINT(4.83597084958405 50.9509255424396)
203185,Proxy Delhaize,POINT(3.7710463994151944 50.47843472933946)
203193,Carrefour express,POINT(4.38622906977343 50.8449489309785)
203203,Louis Delhaize,POINT(3.9898055424270593 50.44883055483085)
203206,Proxy Delhaize,POINT(3.752642609175312 51.0699937598772)
203258,Proxy Delhaize,POINT(4.094674163719572 50.981898419342926)
203262,Proxy Delhaize,POINT(3.8342868442844225 50.71006530014502)
203293,Proxy Delhaize,POINT(3.732317200000015 50.54139649969194)
203307,Louis Delhaize,POINT(4.45974439647818 50.4131801391468)
203347,Carrefour express,POINT(4.275065006036982 50.568198855413755)
203356,Proxy Delhaize,POINT(4.4336958000000015 50.85700119992317)
203372,Louis Delhaize,POINT(4.325666562582966 51.03903766410391)
209499,Proxy Delhaize,POINT(4.3968118000000045 50.836663199923144)
234564,Carrefour express,POINT(4.40846728513405 50.8207148662465)
234573,Carrefour express,POINT(3.73100524084876 51.0488020881072)
234576,Carrefour express,POINT(4.59206923432192 50.8472715811783)
234580,Carrefour express,POINT(4.238754445403656 50.47620234130145)
234581,Carrefour express,POINT(4.78801102838984 51.2621104941536)
234582,Carrefour express,POINT(4.87169860459173 51.088123298093)
234584,Carrefour express,POINT(4.688480227641341 50.68844636897054)
234589,Carrefour express,POINT(4.400962730526867 51.2111619200974)
234591,Carrefour express,POINT(4.48553166008445 51.0287222921222)
234594,Carrefour express,POINT(4.29580865284743 50.7902748332344)
234595,Carrefour express,POINT(4.3524985944774786 50.85667363285024)
234600,Carrefour express,POINT(3.9006854263892965 50.55734760343914)
234602,Carrefour express,POINT(3.53055200794127 50.9726539155074)
234630,Carrefour express,POINT(4.89242776131332 50.7752857888188)
234640,Carrefour express,POINT(4.39310187715241 50.8558573621075)
234705,Carrefour express,POINT(3.2186977562751773 51.197300937678875)
234710,Carrefour express,POINT(3.613546017196665 50.75131075895359)
234726,Carrefour express,POINT(4.419494673322197 50.79806320731852)
234746,Carrefour express,POINT(4.385932818023113 50.83909384637397)
234747,Carrefour express,POINT(3.743691753372964 51.045665337772604)
234753,Carrefour express,POINT(4.380677337364953 50.71332269386281)
234763,Louis Delhaize,POINT(4.88533093730623 50.1677870856366)
234766,Louis Delhaize,POINT(4.024990367476451 50.82804578508583)
234772,Louis Delhaize,POINT(4.38307581528985 50.2276172435412)
234773,Louis Delhaize,POINT(4.07740294554839 50.5715951775013)
234775,Louis Delhaize,POINT(3.45394274795311 50.5522872765297)
234776,Louis Delhaize,POINT(4.759245961904526 50.82803763398525)
234784,Louis Delhaize,POINT(3.83575025930161 50.4840373243011)
234785,Louis Delhaize,POINT(4.97491087921648 50.9795618637873)
234793,Louis Delhaize,POINT(4.45311782681594 49.9599739506761)
234816,Louis Delhaize,POINT(3.52635915418447 51.1999172071138)
234824,Louis Delhaize,POINT(4.108936004400013 51.061930214796874)
234829,Louis Delhaize,POINT(4.67118710769582 50.0931488343169)
234830,Louis Delhaize,POINT(4.956202479310328 50.6822041531232)
234831,Louis Delhaize,POINT(4.10032217880308 50.5540222379891)
234832,Louis Delhaize,POINT(5.138698212263282 50.528434099848184)
234839,Louis Delhaize,POINT(5.694531264783884 50.960109009047315)
234841,Louis Delhaize,POINT(4.261709299999992 50.56186969969197)
234846,Louis Delhaize,POINT(4.08864898643798 50.7827692206444)
234862,Louis Delhaize,POINT(4.906015746715305 50.474630294832735)
234863,Louis Delhaize,POINT(4.290060971496736 51.1852984039935)
234879,Louis Delhaize,POINT(3.37528684061189 50.6149690143388)
234883,Louis Delhaize,POINT(4.448519499999981 50.85463059969263)
234886,Louis Delhaize,POINT(3.86496578966586 51.133240964718)
234913,Louis Delhaize,POINT(4.7157228275072285 50.91365289886553)
234922,Louis Delhaize,POINT(3.724357197553272 51.061482041683625)
234928,Louis Delhaize,POINT(5.099473408147974 50.304198863148855)
234934,Louis Delhaize,POINT(4.389673466073559 50.322040590858606)
234936,Louis Delhaize,POINT(5.307041418968689 50.35191284665708)
234940,Louis Delhaize,POINT(4.20445456259868 50.4948088674899)
235266,Spar Colruyt Group,POINT(3.44974325117599 51.0795262006486)
235272,Spar Colruyt Group,POINT(4.38593930615862 51.2309764532976)
235273,Spar Colruyt Group,POINT(3.96933340192566 50.817971892867)
235277,Spar Colruyt Group,POINT(5.80305522454806 49.5669507730198)
235278,Spar Colruyt Group,POINT(5.29212203526936 50.2228094428929)
235279,Spar Colruyt Group,POINT(5.22180482000205 51.1847912561743)
235282,Spar Colruyt Group,POINT(4.66844363812483 51.0769473032059)
235283,Spar Colruyt Group,POINT(4.54282944518352 50.9329809999057)
235286,Spar Colruyt Group,POINT(2.85978524016265 50.8937661926195)
235288,Spar Colruyt Group,POINT(4.934611626032391 50.49618175679975)
235289,Spar Colruyt Group,POINT(4.77546110534738 51.05063975037)
235290,Spar Colruyt Group,POINT(3.79304900779258 50.4282187830081)
235291,Spar Colruyt Group,POINT(2.9631099835985752 51.2206710535622)
235292,Spar Colruyt Group,POINT(2.9645466999999837 51.22587559999519)
235293,Spar Colruyt Group,POINT(5.32278875483242 50.4278395089782)
235294,Spar Colruyt Group,POINT(5.577258448786836 50.476768050176794)
235296,Spar Colruyt Group,POINT(3.376665084683376 50.82140587831172)
235298,Spar Colruyt Group,POINT(4.022030228228763 50.79967712825426)
235300,Spar Colruyt Group,POINT(3.80195770203187 51.0562550336594)
235301,Spar Colruyt Group,POINT(4.45613292303261 51.196112372254)
235305,Spar Colruyt Group,POINT(4.55504339897719 51.0936005413416)
235308,Spar Colruyt Group,POINT(4.9987105706043256 51.10177057768968)
235310,Spar Colruyt Group,POINT(3.95741329983299 51.1472157237087)
235312,Spar Colruyt Group,POINT(4.077419954673392 50.91516880745993)
235314,Spar Colruyt Group,POINT(4.46737642222066 51.4283131761764)
235316,Spar Colruyt Group,POINT(4.94489139266308 51.0996979906477)
235319,Spar Colruyt Group,POINT(5.46004820619698 50.9748468237802)
235321,Spar Colruyt Group,POINT(3.73218950149572 51.0403303232599)
235323,Spar Colruyt Group,POINT(4.95714286756324 50.870130151176696)
235324,Spar Colruyt Group,POINT(4.8733202425107605 50.3473630260996)
235326,Spar Colruyt Group,POINT(5.604213004355336 50.62965877134398)
235327,Spar Colruyt Group,POINT(4.721081999999983 50.83168239998079)
235331,Spar Colruyt Group,POINT(4.82000848456906 50.2123837593493)
235332,Spar Colruyt Group,POINT(5.19931845836872 50.907316597289)
235334,Spar Colruyt Group,POINT(5.269902200000014 51.026973499693014)
235337,Spar Colruyt Group,POINT(4.48692208547218 51.0038043884448)
235338,Spar Colruyt Group,POINT(4.02953953319524 50.9618978362539)
235339,Spar Colruyt Group,POINT(4.43836567934669 51.0168702855233)
235340,Spar Colruyt Group,POINT(5.790425485320883 50.13304582435788)
235341,Spar Colruyt Group,POINT(3.60782350901267 50.9110423400263)
235342,Spar Colruyt Group,POINT(4.58289553483054 50.7872598285541)
235344,Spar Colruyt Group,POINT(2.89620320915298 50.8520956443231)
235345,Spar Colruyt Group,POINT(3.25984679407404 50.9090937820781)
235346,Spar Colruyt Group,POINT(5.46261012941971 50.5887979236387)
235347,Spar Colruyt Group,POINT(3.2197185000000017 50.92759539998082)
235348,Spar Colruyt Group,POINT(3.19847568424746 50.9040180867008)
235349,Spar Colruyt Group,POINT(5.41321216846103 49.6921826601096)
235350,Spar Colruyt Group,POINT(3.195303779924 50.9329569100463)
235351,Spar Colruyt Group,POINT(3.91003037705883 51.0419497857425)
235352,Spar Colruyt Group,POINT(4.51919001509639 51.4312634663274)
235353,Spar Colruyt Group,POINT(4.5009071530155 51.3968020648569)
235355,Spar Colruyt Group,POINT(3.50224689265271 50.7962001215153)
235356,Spar Colruyt Group,POINT(4.62228647699694 51.1389008541908)
235357,Spar Colruyt Group,POINT(4.72563872453299 50.8996046028567)
235359,Spar Colruyt Group,POINT(5.21981899940262 51.0652934718586)
235365,Spar Colruyt Group,POINT(5.15325221939679 51.102383281964)
235368,Spar Colruyt Group,POINT(3.18706929257831 50.7964040878745)
235373,Spar Colruyt Group,POINT(4.709698999999996 50.87516569999881)
235374,Spar Colruyt Group,POINT(5.257896956338904 49.97878288340573)
235375,Spar Colruyt Group,POINT(4.91286153550208 51.2244903929745)
235376,Spar Colruyt Group,POINT(3.13773110965477 51.0253782402279)
235377,Spar Colruyt Group,POINT(4.56110597070739 51.1385035228609)
235378,Spar Colruyt Group,POINT(4.7708387507936 50.8940784765053)
235381,Spar Colruyt Group,POINT(5.35142255567755 51.2326927081185)
235383,Spar Colruyt Group,POINT(3.46149614857666 51.0489897884653)
235385,Spar Colruyt Group,POINT(3.44633448463642 51.2085481390525)
235389,Spar Colruyt Group,POINT(4.47162372469195 51.0172884352762)
235391,Spar Colruyt Group,POINT(5.52522874573406 51.0991018932714)
235394,Spar Colruyt Group,POINT(3.5752490261682 51.0768794496805)
235397,Spar Colruyt Group,POINT(4.61218518215976 50.636024805723)
235398,Spar Colruyt Group,POINT(3.16334106999874 50.8387483239616)
235402,Spar Colruyt Group,POINT(5.69967797730942 51.0923836299874)
235403,Spar Colruyt Group,POINT(5.43842503377155 49.844502274159)
235404,Spar Colruyt Group,POINT(2.82618290637429 50.746569039046)
235405,Spar Colruyt Group,POINT(4.68491696010722 51.1538835561325)
235406,Spar Colruyt Group,POINT(4.83711913889115 51.1385681647307)
235408,Spar Colruyt Group,POINT(2.6813509259301 51.1180253644717)
235409,Spar Colruyt Group,POINT(2.915181699999998 51.232404999995204)
235412,Spar Colruyt Group,POINT(4.9732513000000145 50.7471413999952)
235413,Spar Colruyt Group,POINT(4.18927320053734 50.970752767002)
235414,Spar Colruyt Group,POINT(3.7453991806523 50.6055680372041)
235415,Spar Colruyt Group,POINT(5.174332199999991 51.0397879999952)
235417,Spar Colruyt Group,POINT(5.4584654322047 51.1308460701271)
235418,Spar Colruyt Group,POINT(4.16358194275755 50.7590882931412)
235420,Spar Colruyt Group,POINT(2.95882221328534 50.9184530059504)
235423,Spar Colruyt Group,POINT(3.87030080428732 50.4378558989505)
235425,Spar Colruyt Group,POINT(2.789967 50.945400799692834)
235426,Spar Colruyt Group,POINT(5.21820131502906 50.1608921572804)
235427,Spar Colruyt Group,POINT(3.3923355999999893 50.51799819999519)
235428,Spar Colruyt Group,POINT(5.6534434753521 49.6106920727024)
235430,Spar Colruyt Group,POINT(4.195068800000001 50.837717399995206)
235432,Spar Colruyt Group,POINT(4.69494808350546 51.0286546071762)
235433,Spar Colruyt Group,POINT(4.32700312073418 50.7349592256321)
235434,Spar Colruyt Group,POINT(4.50271756645265 51.0452941744821)
235438,Spar Colruyt Group,POINT(4.189449699999983 50.16823179998069)
235440,Spar Colruyt Group,POINT(5.13463886648323 51.070438255371)
235443,Spar Colruyt Group,POINT(4.91279575067831 51.1112488698562)
235445,Spar Colruyt Group,POINT(5.67278600549737 50.2917428085768)
235449,Spar Colruyt Group,POINT(2.81971111659742 50.8541029916625)
235450,Spar Colruyt Group,POINT(4.19981878409645 51.2194534851604)
235452,Spar Colruyt Group,POINT(5.31758427257947 50.2009507972467)
235453,Spar Colruyt Group,POINT(5.218532237565952 50.53403276006486)
235457,Spar Colruyt Group,POINT(5.0193714565529435 50.623960124251276)
235458,Spar Colruyt Group,POINT(3.0456590088548126 50.78519503448828)
235460,Spar Colruyt Group,POINT(4.83753323198445 51.0883425019698)
235463,Spar Colruyt Group,POINT(3.37668794925891 50.9065683662459)
235464,Spar Colruyt Group,POINT(3.5284165999999884 50.51259859969188)
235465,Spar Colruyt Group,POINT(4.6974936767759 50.9308141655824)
235469,Spar Colruyt Group,POINT(5.25897002094658 50.8297499532964)
235470,Spar Colruyt Group,POINT(5.27481519786433 50.980495623995)
235471,Spar Colruyt Group,POINT(5.36033822968517 50.9744730666243)
235475,Spar,POINT(5.22939160421961 50.9480618331855)
235476,Spar,POINT(5.80967646772859 51.1343793100537)
235484,Spar,POINT(3.43304733413444 51.2140391564388)
235485,Spar,POINT(3.9386529000000037 50.715817899995194)
235486,Spar,POINT(4.3280402557205475 50.15086264081302)
235487,Spar,POINT(4.04952458448823 50.9816764777771)
235491,Spar,POINT(5.47153299533779 50.7775922850708)
236149,Proxy Delhaize,POINT(5.631454194031134 50.566424584666414)
236150,Proxy Delhaize,POINT(5.609194690807331 50.39916961026147)
236151,Proxy Delhaize,POINT(3.707959364418012 51.03727838460912)
236157,Proxy Delhaize,POINT(4.56003166675969 50.6206731809917)
236174,Proxy Delhaize,POINT(3.022885272491447 50.97022271023679)
236175,Proxy Delhaize,POINT(2.98662723400111 50.8743281616047)
236180,Proxy Delhaize,POINT(4.097817464975585 50.45914837063064)
236184,Proxy Delhaize,POINT(4.593594199999997 50.72752179999521)
236190,Proxy Delhaize,POINT(3.21577168371093 50.9195479803402)
236197,Proxy Delhaize,POINT(5.508217418615205 50.235321429782886)
236206,Proxy Delhaize,POINT(4.106937543429772 51.048128867981156)
236210,Proxy Delhaize,POINT(5.251513516242876 50.91769010967416)
238434,Proxy Delhaize,POINT(2.917249508511537 50.91463464605599)
241818,Carrefour express,POINT(4.473604400000015 51.02158659969298)
241819,Carrefour express,POINT(5.152755993883114 51.13937604867994)
241826,Carrefour express,POINT(4.307629355927292 50.85315586011145)
241835,Spar Colruyt Group,POINT(3.9328585999999977 51.00940739969298)
241836,Spar Colruyt Group,POINT(5.304868299999996 51.017229499693016)
241838,Spar Colruyt Group,POINT(3.9189511000000055 50.75300829969241)
241846,Proxy Delhaize,POINT(3.6560386807300693 50.902901286719995)
241849,Proxy Delhaize,POINT(2.6325048000000173 51.118850599693204)
241850,Proxy Delhaize,POINT(4.3511682836594145 50.86202775144086)
241851,Proxy Delhaize,POINT(3.612213899999994 50.6627900996922)
241858,Proxy Delhaize,POINT(5.875342700000017 50.36426539969159)
241859,Proxy Delhaize,POINT(5.3932478969936515 50.860092841678735)
245997,Louis Delhaize,POINT(4.408557099999992 51.20912769969344)
246139,Shop & Go Froissart,POINT(4.38325690000001 50.8413282999952)
246143,Shop & Go Delhaize,POINT(4.368927954380778 50.843116625198476)
246208,Shop & Go Delhaize,POINT(5.570072205582857 50.64079163169744)
246210,Shop & Go Blanceloerla,POINT(4.372896067524059 51.21978745058274)
290209,Spar Colruyt Group,POINT(5.530339100000017 49.803715599690506)
290275,Louis Delhaize,POINT(4.335845153211357 50.84099710044054)
290276,Louis Delhaize,POINT(4.032571600000008 50.914706499692755)
290279,Louis Delhaize,POINT(3.749878366899475 51.18342559356571)
290282,Louis Delhaize,POINT(4.35417429999998 50.819337599980784)
290341,Spar,POINT(3.0537502000000183 50.94206969969282)
290342,Spar,POINT(4.578383296461865 51.06150247683274)
290343,Spar,POINT(5.3942147322604495 51.058984133283005)
291582,Carrefour express,POINT(3.632204800000012 51.10686749969319)
291643,Carrefour express,POINT(2.90909915765476 50.8496191679296)
291645,Spar Colruyt Group,POINT(4.007923536211018 50.47413341405799)
291699,Carrefour express Sint Pieters,POINT(3.1959210052433784 51.22568683702559)
291780,Carrefour express,POINT(4.551752923030281 50.81560101317047)
291781,Carrefour express,POINT(4.5010039300594284 51.25250673594982)
291940,Spar Colruyt Group,POINT(5.588362332506196 50.613707523126116)
291941,Louis Delhaize,POINT(3.764325732175231 51.110182799168264)
291985,Proxy Delhaize,POINT(3.4231027999999952 50.995927299995216)
296378,Proxy Delhaize,POINT(4.675022601982377 51.05643778021763)
296497,Shop & Go Delhaize,POINT(4.357623100000003 50.8451520996926)
296553,Carrefour express,POINT(5.574599280953407 50.64483863049657)
296557,Carrefour express,POINT(4.487239219908461 50.843845708783284)
296558,Carrefour express,POINT(4.913238906745918 50.25990885247921)
18552,Carrefour market,POINT(4.230249600000002 51.09294369969317)
18569,Lidl,POINT(5.506807399999998 50.86463789969267)
18583,Lidl,POINT(3.1452769809856473 51.30096410469818)
18596,Colruyt,POINT(4.685256909227369 50.873371701181156)
18605,Colruyt,POINT(3.3175869092273658 50.99648490714791)
18609,OKay,POINT(4.675726222055423 51.225012072890316)
18613,OKay,POINT(3.5720032000000046 51.05308889969308)
18632,OKay,POINT(2.9401534999999868 50.975535799692906)
18650,OKay,POINT(4.6403601000000005 51.3567545996938)
18651,Colruyt,POINT(4.727969386577602 50.87181256624932)
18661,OKay,POINT(2.9895601999999855 51.09011059969317)
18674,OKay,POINT(5.153116285800934 50.94293498120726)
18683,OKay,POINT(5.089688128801346 51.261813902424514)
18691,Colruyt,POINT(3.6946063269836404 51.05521501563347)
18699,Carrefour market,POINT(4.702411389059087 50.99397698611658)
18704,Lidl,POINT(3.701790090772632 51.051453692486874)
18712,OKay,POINT(5.196413899999981 50.994064099980804)
18723,OKay,POINT(4.975833065012352 51.06762526901038)
18725,Carrefour market,POINT(4.50779123395619 51.2560639952756)
18732,Lidl,POINT(3.2509510000000175 51.338700899693734)
18740,Lidl,POINT(5.31405601374662 50.9035912093806)
18757,Lidl,POINT(5.265354407409659 50.945373917109286)
18763,Colruyt,POINT(3.01200940113823 50.7750905061445)
18773,Colruyt,POINT(4.833258918949008 51.18071864961889)
18774,Colruyt,POINT(4.510346065012376 50.87810408834166)
18789,Lidl,POINT(4.130322943620683 51.16979631544816)
18792,OKay,POINT(4.01216870752949 50.9270955668638)
18796,Lidl,POINT(3.200663924217224 50.91933259763098)
18821,Lidl,POINT(5.199085399999999 50.82510429992315)
18826,Lidl,POINT(4.091480557060447 51.046436783017626)
18842,OKay,POINT(2.7567172999999867 51.14485529969328)
18847,Colruyt,POINT(4.64150574420481 51.2672353512821)
